,clust,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,0,1,2,3,4,5,6,7,8,9,10,11,No,Yes,No,Yes,No,Yes,No,Yes,Cable,DSL,Fiber Optic,None,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
5805,2,22,45.35,0,20.75,452.35,0.0,0,997.7,1450.0500000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5806,1,39,0.0,26,40.6,1494.5,0.0,0,0.0,1494.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
5807,2,2,5.42,0,20.35,41.85,0.0,0,10.84,52.69,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5808,2,57,12.26,0,19.75,1272.05,0.0,0,698.8199999999999,1970.87,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5809,0,8,1.56,57,54.4,475.1,0.0,0,12.48,487.58000000000004,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
5810,2,7,5.84,0,20.45,150.75,0.0,0,40.879999999999995,191.63,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5811,0,49,17.77,13,66.15,3199.0,0.0,0,870.73,4069.73,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
5812,0,65,38.33,7,89.85,5844.65,0.0,0,2491.45,8336.099999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
5813,0,55,33.6,5,45.05,2462.6,0.0,0,1848.0,4310.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5814,1,71,10.11,59,86.85,6263.8,0.0,0,717.81,6981.610000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
5815,0,35,39.87,23,96.75,3403.4,0.0,130,1395.4499999999998,4928.85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1
5816,1,17,38.78,59,106.65,1672.1,0.0,0,659.26,2331.3599999999997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1
5817,1,72,23.7,85,110.15,7881.2,0.0,0,1706.3999999999999,9587.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5818,1,28,16.13,69,82.85,2320.8,0.0,0,451.64,2772.44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
5819,2,18,25.54,0,20.1,370.5,0.0,0,459.71999999999997,830.22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5820,1,52,9.37,59,59.45,3043.7,0.0,0,487.23999999999995,3530.9399999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
5821,0,47,3.2,18,58.6,2723.4,0.0,0,150.4,2873.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
5822,0,23,42.26,2,49.7,1081.25,0.0,150,971.9799999999999,2203.23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
5823,0,66,26.91,30,65.85,4097.05,0.0,0,1776.06,5873.110000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
5824,0,8,17.3,41,73.5,632.2,0.0,0,138.4,770.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
5825,1,71,4.32,41,113.65,8166.8,0.0,0,306.72,8473.52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
5826,0,46,46.71,41,65.65,3047.15,0.0,0,2148.66,5195.8099999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
5827,1,66,0.0,73,61.35,4193.4,0.0,130,0.0,4323.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
5828,0,42,20.58,13,85.9,3729.75,0.0,0,864.3599999999999,4594.11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
5829,0,5,29.75,6,75.65,399.45,0.0,0,148.75,548.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
5830,1,29,28.83,47,70.9,1964.6,0.0,0,836.0699999999999,2800.67,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0
5831,0,27,19.32,30,49.85,1336.15,0.0,0,521.64,1857.79,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5832,2,25,4.57,0,20.1,486.05,0.0,0,114.25,600.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5833,1,57,31.79,13,103.05,5925.75,0.0,0,1812.03,7737.78,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1
5834,0,13,34.18,19,81.9,1028.9,0.0,0,444.34,1473.24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
5835,0,71,37.03,26,66.2,4692.55,0.0,0,2629.13,7321.68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
5836,2,1,37.62,0,19.75,19.75,0.0,0,37.62,57.37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5837,2,50,22.3,0,24.95,1261.45,0.0,0,1115.0,2376.45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5838,1,1,16.64,2,89.25,89.25,0.0,0,16.64,105.89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
5839,2,5,21.01,0,19.25,86.05,0.0,0,105.05000000000001,191.10000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5840,1,66,16.39,26,104.55,6779.05,0.0,0,1081.74,7860.79,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1
5841,1,49,33.07,23,87.2,4345.0,0.0,0,1620.43,5965.43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5842,2,66,42.84,0,25.7,1714.55,0.0,0,2827.44,4541.99,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5843,1,11,5.84,10,86.2,893.2,0.0,30,64.24,987.44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
5844,0,28,0.0,48,30.1,810.85,0.0,0,0.0,810.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
5845,1,65,30.44,20,99.35,6347.55,0.0,0,1978.6000000000001,8326.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
5846,2,62,24.03,0,19.2,1123.65,0.0,0,1489.8600000000001,2613.51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5847,2,2,32.86,0,20.1,43.15,0.0,0,65.72,108.87,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5848,2,2,2.46,0,20.35,35.1,0.0,0,4.92,40.02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5849,2,55,1.44,0,25.65,1388.0,0.0,0,79.2,1467.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5850,1,30,2.67,27,94.4,2638.1,0.0,0,80.1,2718.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5851,0,17,36.47,15,56.1,946.95,0.0,0,619.99,1566.94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5852,1,16,20.12,30,68.25,1114.85,0.0,0,321.92,1436.77,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
5853,2,72,29.29,0,24.75,1777.6,0.0,0,2108.88,3886.48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5854,0,9,34.75,3,76.25,684.85,0.0,0,312.75,997.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
5855,0,1,24.41,4,74.35,74.35,0.0,0,24.41,98.75999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5856,0,23,8.4,27,54.15,1312.45,0.0,40,193.20000000000002,1545.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
5857,2,8,1.95,0,19.45,159.2,0.0,0,15.6,174.79999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5858,0,19,0.0,52,34.95,610.2,0.0,0,0.0,610.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
5859,0,7,40.42,17,53.65,404.35,0.0,0,282.94,687.29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
5860,1,61,45.69,48,104.0,6363.45,0.0,0,2787.0899999999997,9150.539999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
5861,0,57,48.0,24,70.35,4124.65,0.0,0,2736.0,6860.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1
5862,1,15,43.69,29,64.85,950.75,0.0,0,655.3499999999999,1606.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
5863,2,1,23.67,0,19.65,19.65,0.0,0,23.67,43.32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5864,0,12,30.79,4,45.9,505.95,0.0,0,369.48,875.4300000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5865,2,54,27.3,0,20.0,1149.65,0.0,0,1474.2,2623.8500000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5866,0,4,25.9,19,44.8,169.65,0.0,0,103.6,273.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5867,2,20,27.96,0,20.35,393.15,0.0,0,559.2,952.35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5868,1,26,0.0,19,45.8,1147.0,0.0,0,0.0,1147.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
5869,1,53,18.0,20,108.95,5718.2,0.0,0,954.0,6672.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5870,1,68,0.0,28,64.35,4539.6,0.0,130,0.0,4669.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
5871,1,72,20.63,26,90.8,6397.6,0.0,0,1485.36,7882.96,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5872,2,12,25.57,0,24.95,280.4,0.0,0,306.84000000000003,587.24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5873,0,68,7.87,4,84.7,5711.05,0.0,0,535.16,6246.21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
5874,0,50,37.52,71,70.8,3478.15,0.0,0,1876.0000000000002,5354.150000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
5875,0,1,34.02,24,54.3,54.3,0.0,10,34.02,98.32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5876,1,23,27.97,51,91.1,2198.3,0.0,0,643.31,2841.61,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5877,2,60,16.59,0,19.95,1189.9,0.0,0,995.4,2185.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5878,2,72,22.22,0,26.45,1914.5,0.0,0,1599.84,3514.34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5879,0,72,15.03,22,75.1,5336.35,0.0,0,1082.1599999999999,6418.51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1
5880,1,72,12.85,24,110.15,7998.8,0.0,70,925.1999999999999,8994.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
5881,1,51,43.79,82,111.5,5703.25,0.0,0,2233.29,7936.54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5882,1,70,5.93,19,106.5,7397.0,0.0,0,415.09999999999997,7812.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
5883,2,9,4.02,0,19.9,164.6,0.0,0,36.17999999999999,200.77999999999997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5884,1,59,46.1,57,111.1,6555.2,0.0,0,2719.9,9275.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5885,1,3,25.04,17,70.7,225.65,0.0,0,75.12,300.77,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
5886,0,37,11.73,30,91.2,3382.3,0.0,0,434.01,3816.3100000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
5887,0,37,38.43,30,65.6,2313.8,0.0,0,1421.91,3735.71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
5888,0,14,42.64,69,59.45,780.85,0.0,0,596.96,1377.81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
5889,1,72,40.78,22,109.95,7852.4,0.0,0,2936.16,10788.56,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
5890,0,72,0.0,82,38.5,2763.0,0.0,0,0.0,2763.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5891,2,10,17.01,0,24.5,270.15,0.0,0,170.10000000000002,440.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5892,2,10,46.23,0,19.7,197.54,0.0,0,462.29999999999995,659.8399999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5893,2,1,1.48,0,20.6,20.6,0.0,0,1.48,22.080000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5894,0,29,14.46,25,58.0,1734.5,0.0,0,419.34000000000003,2153.84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
5895,0,8,8.73,28,65.5,573.15,0.0,0,69.84,642.99,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1
5896,2,61,11.53,0,25.45,1538.6,0.0,0,703.3299999999999,2241.93,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5897,1,72,17.49,12,104.45,7459.0,0.0,130,1259.28,8848.28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1
5898,2,12,33.9,0,21.15,306.05,0.0,0,406.79999999999995,712.8499999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5899,1,7,45.93,48,96.2,639.7,0.0,0,321.51,961.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
5900,0,9,38.65,26,44.4,348.15,0.0,0,347.84999999999997,696.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
5901,1,58,5.01,23,94.35,5563.65,0.0,0,290.58,5854.23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
5902,2,2,7.27,0,20.3,40.25,0.0,0,14.54,54.79,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5903,1,40,22.2,76,105.75,4228.55,0.0,0,888.0,5116.55,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
5904,0,9,34.34,6,81.15,784.45,0.0,50,309.06000000000006,1143.5100000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5905,0,41,45.22,15,89.55,3729.75,0.0,0,1854.02,5583.77,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1
5906,0,26,39.84,42,54.75,1406.9,0.0,0,1035.8400000000001,2442.7400000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1
5907,0,33,15.45,59,53.75,1857.3,0.0,0,509.84999999999997,2367.15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
5908,1,68,8.88,17,105.75,7322.5,0.0,0,603.84,7926.34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
5909,1,55,27.65,26,64.2,3627.3,0.0,0,1520.75,5148.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
5910,1,19,43.11,2,87.7,1725.95,0.0,0,819.09,2545.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
5911,1,45,13.82,8,89.3,4192.15,0.0,0,621.9,4814.049999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
5912,2,70,26.85,0,20.15,1411.2,0.0,0,1879.5,3290.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5913,2,12,40.34,0,20.05,264.55,0.0,0,484.08000000000004,748.6300000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5914,1,72,0.0,71,67.2,4671.7,0.0,0,0.0,4671.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
5915,1,12,13.88,8,94.55,1173.55,0.0,0,166.56,1340.11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
5916,1,70,39.06,75,114.75,7842.3,0.0,0,2734.2000000000003,10576.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
